image_path,label,display_label,model,variant,top_k,color_correct,score_type,prediction_label,prediction_display_label,top1_correct,topk_correct,error
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,tflite,tflite:color_correct=none:top_k=1,1,none,probability,1389510,1389510,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,tflite,tflite:color_correct=none:top_k=3,3,none,probability,1389510,1389510,False,True,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,tflite,tflite:color_correct=none:top_k=5,5,none,probability,1389510,1389510,False,True,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,tflite,tflite:color_correct=gray_world:top_k=1,1,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,tflite,tflite:color_correct=gray_world:top_k=3,3,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,tflite,tflite:color_correct=gray_world:top_k=5,5,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,tflite,tflite:color_correct=max_rgb:top_k=1,1,max_rgb,probability,1389510,1389510,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,tflite,tflite:color_correct=max_rgb:top_k=3,3,max_rgb,probability,1389510,1389510,False,True,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,tflite,tflite:color_correct=max_rgb:top_k=5,5,max_rgb,probability,1389510,1389510,False,True,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,hog_svm,hog_svm:top_k=1,1,,decision_function,1356421,Nephrolepis exaltata (L.) Schott,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,hog_svm,hog_svm:top_k=3,3,,decision_function,1356421,Nephrolepis exaltata (L.) Schott,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395391\255946a75d8d0071026c39ebd33ee02c5c1ed5c3.jpg,1395391,Holodiscus discolor (Pursh) Maxim.,hog_svm,hog_svm:top_k=5,5,,decision_function,1356421,Nephrolepis exaltata (L.) Schott,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,tflite,tflite:color_correct=none:top_k=1,1,none,probability,1364173,1364173,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,tflite,tflite:color_correct=none:top_k=3,3,none,probability,1364173,1364173,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,tflite,tflite:color_correct=none:top_k=5,5,none,probability,1364173,1364173,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,tflite,tflite:color_correct=gray_world:top_k=1,1,gray_world,probability,1367432,1367432,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,tflite,tflite:color_correct=gray_world:top_k=3,3,gray_world,probability,1367432,1367432,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,tflite,tflite:color_correct=gray_world:top_k=5,5,gray_world,probability,1367432,1367432,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,tflite,tflite:color_correct=max_rgb:top_k=1,1,max_rgb,probability,1364173,1364173,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,tflite,tflite:color_correct=max_rgb:top_k=3,3,max_rgb,probability,1364173,1364173,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,tflite,tflite:color_correct=max_rgb:top_k=5,5,max_rgb,probability,1364173,1364173,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,hog_svm,hog_svm:top_k=1,1,,decision_function,1356781,Humulus lupulus L.,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,hog_svm,hog_svm:top_k=3,3,,decision_function,1356781,Humulus lupulus L.,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1395721\abc589098d1d5189b46f67a96d7942df3a24ec56.jpg,1395721,Sagittaria latifolia Willd.,hog_svm,hog_svm:top_k=5,5,,decision_function,1356781,Humulus lupulus L.,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1408041\470851e9823cefc4705152975c89f6b1245becf1.jpg,1408041,Alocasia longiloba Miq.,tflite,tflite:color_correct=none:top_k=1,1,none,probability,1409185,1409185,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1408041\470851e9823cefc4705152975c89f6b1245becf1.jpg,1408041,Alocasia longiloba Miq.,tflite,tflite:color_correct=none:top_k=3,3,none,probability,1409185,1409185,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1408041\470851e9823cefc4705152975c89f6b1245becf1.jpg,1408041,Alocasia longiloba Miq.,tflite,tflite:color_correct=none:top_k=5,5,none,probability,1409185,1409185,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1408041\470851e9823cefc4705152975c89f6b1245becf1.jpg,1408041,Alocasia longiloba Miq.,tflite,tflite:color_correct=gray_world:top_k=1,1,gray_world,probability,1419334,1419334,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1408041\470851e9823cefc4705152975c89f6b1245becf1.jpg,1408041,Alocasia longiloba Miq.,tflite,tflite:color_correct=gray_world:top_k=3,3,gray_world,probability,1419334,1419334,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1408041\470851e9823cefc4705152975c89f6b1245becf1.jpg,1408041,Alocasia longiloba Miq.,tflite,tflite:color_correct=gray_world:top_k=5,5,gray_world,probability,1419334,1419334,False,False,
