image_path,label,display_label,split,class_dir
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\7654c4301d339c75ef92ec38bd30aa246878ee17.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\58c6653e7baff9c45417b6b012bcc0fb440b6596.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1361824\93e587965bd02d7fcc6225724de813abb62b5d29.jpg,1361824,Lavandula angustifolia Mill.,test,1361824
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1393933\0d1cf78885245ab4b16c0ae10cbcf5ab3c83f757.jpg,1393933,Narthecium ossifragum (L.) Huds.,test,1393933
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1420795\bf1e8de41bef3a69600958ba94a5c0cc00307c32.jpg,1420795,Alocasia sanderiana W.Bull,test,1420795
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412697\79c1fa4c67ab1b66f1b2b3b2ca819c822069f79a.jpg,1412697,Mertensia maritima (L.) Gray,test,1412697
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1396156\081d7f75dd40d17f8029493305f7755f6d3080cd.jpg,1396156,Sedum kamtschaticum Fisch. & C.A.Mey.,test,1396156
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412889\d18ea420ae3d6fa3384bb7c5cde2b31b2dcf55ef.jpg,1412889,Osmunda claytoniana L.,test,1412889
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1391868\5e19bf73b865ca885431aefe5396283a647dbf0e.jpg,1391868,Empetrum nigrum L.,test,1391868
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1397305\3023dd0e5d8a03f52e11ef3a7c4daef8cf4fecfe.jpg,1397305,Alcea biennis Winterl,test,1397305
