image_path,label,display_label,model,variant,top_k,color_correct,score_type,prediction_label,prediction_display_label,top1_correct,topk_correct,error
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,tflite,tflite:color_correct=none:top_k=1,1,none,probability,1358095,1358095,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,tflite,tflite:color_correct=none:top_k=3,3,none,probability,1358095,1358095,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,tflite,tflite:color_correct=none:top_k=5,5,none,probability,1358095,1358095,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,tflite,tflite:color_correct=gray_world:top_k=1,1,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,tflite,tflite:color_correct=gray_world:top_k=3,3,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,tflite,tflite:color_correct=gray_world:top_k=5,5,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,tflite,tflite:color_correct=max_rgb:top_k=1,1,max_rgb,probability,1358095,1358095,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,tflite,tflite:color_correct=max_rgb:top_k=3,3,max_rgb,probability,1358095,1358095,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,tflite,tflite:color_correct=max_rgb:top_k=5,5,max_rgb,probability,1358095,1358095,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1361891\f399cae43eda012b8c7b71f2ad58d032da375182.jpg,1361891,Falcaria vulgaris Bernh.,hog_svm,hog_svm:top_k=1,1,,decision_function,1355937,Cirsium vulgare (Savi) Ten.,False,False,
