sweep_id,sweep_point_id,varied_parameter,varied_value,top_k,sampling_mode,max_images,max_images_per_class,seed,num_images_evaluated,num_classes,tflite_top1_accuracy,tflite_topk_accuracy,hog_top1_accuracy,hog_topk_accuracy,model_agreement_rate,status,errors
parameter_sweep_20260504_044414_UTC,point_001_top_k_1,top_k,1,1,balanced,100,5,50,100,25,0.25,0.25,0.0,0.0,0.01,completed,
parameter_sweep_20260504_044414_UTC,point_002_top_k_3,top_k,3,3,balanced,100,5,50,100,25,0.25,0.37,0.0,0.0,0.01,completed,
parameter_sweep_20260504_044414_UTC,point_003_top_k_4,top_k,4,4,balanced,100,5,50,100,25,0.25,0.42,0.0,0.0,0.01,completed,
parameter_sweep_20260504_044414_UTC,point_004_sampling_mode_balanced,sampling_mode,balanced,5,balanced,100,5,50,100,25,0.25,0.51,0.0,0.0,0.01,completed,
parameter_sweep_20260504_044414_UTC,point_005_sampling_mode_random,sampling_mode,random,5,random,100,5,50,100,25,0.29,0.53,0.0,0.0,0.01,completed,
parameter_sweep_20260504_044414_UTC,point_006_sampling_mode_sorted,sampling_mode,sorted,5,sorted,100,5,50,100,20,0.24,0.54,0.0,0.0,0.01,completed,
parameter_sweep_20260504_044414_UTC,point_007_max_images_10,max_images,10,5,balanced,10,5,50,10,10,0.2,0.5,0.0,0.0,0.0,completed,
parameter_sweep_20260504_044414_UTC,point_008_max_images_25,max_images,25,5,balanced,25,5,50,25,25,0.24,0.52,0.0,0.0,0.0,completed,
parameter_sweep_20260504_044414_UTC,point_009_max_images_50,max_images,50,5,balanced,50,5,50,50,25,0.28,0.58,0.0,0.0,0.0,completed,
parameter_sweep_20260504_044414_UTC,point_010_max_images_per_class_1,max_images_per_class,1,5,balanced,100,1,50,25,25,0.24,0.52,0.0,0.0,0.0,completed,
parameter_sweep_20260504_044414_UTC,point_011_max_images_per_class_2,max_images_per_class,2,5,balanced,100,2,50,50,25,0.28,0.58,0.0,0.0,0.0,completed,
parameter_sweep_20260504_044414_UTC,point_012_max_images_per_class_5,max_images_per_class,5,5,balanced,100,5,50,100,25,0.25,0.51,0.0,0.0,0.01,completed,
parameter_sweep_20260504_044414_UTC,point_013_seed_7,seed,7,5,balanced,100,5,7,100,25,0.22,0.5,0.0,0.0,0.0,completed,
parameter_sweep_20260504_044414_UTC,point_014_seed_25,seed,25,5,balanced,100,5,25,100,25,0.2,0.53,0.0,0.0,0.01,completed,
parameter_sweep_20260504_044414_UTC,point_015_seed_42,seed,42,5,balanced,100,5,42,100,25,0.22,0.54,0.0,0.0,0.0,completed,
