image_path,label,display_label,split,class_dir
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\0f58f118b1a1795c1f1a0e82f3debf0cea11b14a.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\564eb2bba72ed7a48a544a6ee4c8735e698cce26.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\63d26daca057dfde1c341b0f04026dad4abaa0f9.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\7654c4301d339c75ef92ec38bd30aa246878ee17.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\76b84c98641f3804d870ab108c79c0275b4d7648.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\1eb905d5824ecfb9e8cd9b5fd05b17a27378ede7.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\1fcd8ca064d97ef1f0766e7b3e5bc6376787e167.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\3b88c6486bbbcb0bb0f2ad49fa02d55f726dfcdd.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\58c6653e7baff9c45417b6b012bcc0fb440b6596.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\6912b29d3910188245168fcc8ed345b00dfa0b1f.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359197\44688ed22142d3706f10dd6882f95c65a0e1cb72.jpg,1359197,Galega officinalis L.,test,1359197
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359197\694e0bf832d953cfcf8875a88bc854d9f7a1c4b0.jpg,1359197,Galega officinalis L.,test,1359197
