image_path,label,display_label,model,variant,top_k,color_correct,score_type,prediction_label,prediction_display_label,top1_correct,topk_correct,error
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=none:top_k=1,1,none,probability,1356781,1356781,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=none:top_k=3,3,none,probability,1356781,1356781,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=none:top_k=5,5,none,probability,1356781,1356781,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=gray_world:top_k=1,1,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=gray_world:top_k=3,3,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=gray_world:top_k=5,5,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=max_rgb:top_k=1,1,max_rgb,probability,1356781,1356781,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=max_rgb:top_k=3,3,max_rgb,probability,1356781,1356781,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=max_rgb:top_k=5,5,max_rgb,probability,1356781,1356781,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,hog_svm,hog_svm:top_k=1,1,,decision_function,1356421,Nephrolepis exaltata (L.) Schott,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,hog_svm,hog_svm:top_k=3,3,,decision_function,1356421,Nephrolepis exaltata (L.) Schott,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\00cb71f7033060cf4aba0b4beed1ea96d40b7816.jpg,1355868,Lactuca virosa L.,hog_svm,hog_svm:top_k=5,5,,decision_function,1356421,Nephrolepis exaltata (L.) Schott,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1355868\030da2e1347b815ab61bf80db32a55bd7ecb5f0a.jpg,1355868,Lactuca virosa L.,tflite,tflite:color_correct=none:top_k=1,1,none,probability,1364164,1364164,False,False,
