image_path,label,display_label,split,class_dir
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412889\bdcb48aa05c0128f41963c38acb2bb977a6e6e20.jpg,1412889,Osmunda claytoniana L.,test,1412889
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412697\876c7da5c5d38a511c2c77bd75830c96e4f54336.jpg,1412697,Mertensia maritima (L.) Gray,test,1412697
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1361824\4136dd15f472763b95795d9c22944e5c413e05fa.jpg,1361824,Lavandula angustifolia Mill.,test,1361824
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1391868\9935ab8a0b633dc2e054a4e10cb7621e5e8d3cf9.jpg,1391868,Empetrum nigrum L.,test,1391868
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412699\fcf33d25f84bfb4504bdb48004703b3e2ce5996a.jpg,1412699,Mertensia virginica (L.) Pers. ex Link,test,1412699
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1420795\fb2a0513f5b5450b7f0524f161ba25f4fb08fb6e.jpg,1420795,Alocasia sanderiana W.Bull,test,1420795
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1413002\229c013995cd359c46156345c4140d3cabd8a401.jpg,1413002,Aralia nudicaulis L.,test,1413002
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\76b84c98641f3804d870ab108c79c0275b4d7648.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1419115\7047ac33b4016a8f0c3c0d9ef8109a0bbf546313.jpg,1419115,Pelargonium x hortorum L.H. Bailey,test,1419115
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1363490\b75d0a04c36feb0dedea144deb747e1edead310e.jpg,1363490,Phalaris arundinacea L.,test,1363490
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360998\81c67a047fa43e551527d945f57dda527b356cb2.jpg,1360998,Anthericum liliago L.,test,1360998
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1667445\a7463ce2df026f1928bc2268761c06b9e0f8089c.jpg,1667445,Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier,test,1667445
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1375966\94ad76fe83d64b0dc35efd4a72f14db738b177be.jpg,1375966,Phyllanthus amarus Schumach. & Thonn.,test,1375966
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1529107\811f18e7c0316f10f9aa75bd8d70c7cacec4a501.jpg,1529107,Sedum burrito Moran,test,1529107
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359197\e403f6e4390f932d5d8a089b67a162fc82189432.jpg,1359197,Galega officinalis L.,test,1359197
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1396156\34ad083cd9b753162b0575c3f46f95049f020c6e.jpg,1396156,Sedum kamtschaticum Fisch. & C.A.Mey.,test,1396156
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\b2e7e088e5dd6b3fc4158fb8ccc3b8e47c409a41.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1529081\5e5d58c0b3b451c1ab53fb5be44e98c3db126241.jpg,1529081,Sedum adolphii Raym.-Hamet,test,1529081
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1396161\41b546ea541590b4c152cedd7249c4f652337e59.jpg,1396161,Sedum ochroleucum Chaix,test,1396161
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360147\16de8f6f938f8b62e96bf2fafcd862acb9fb2662.jpg,1360147,Adonis aestivalis L.,test,1360147
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1397305\31097c4da53edcdef9614671fae478796cdfaa2f.jpg,1397305,Alcea biennis Winterl,test,1397305
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360550\be236e8c1e093c8a2d6017cd675d86ea6f0ae713.jpg,1360550,Hyoscyamus albus L.,test,1360550
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359620\8d200a8ee1fb181221501dd1ffaeef8eef65c92e.jpg,1359620,Alcea rosea L.,test,1359620
