image_path,label,display_label,model,variant,top_k,color_correct,score_type,prediction_label,prediction_display_label,top1_correct,topk_correct,error
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,tflite,tflite:color_correct=none:top_k=1,1,none,probability,1363128,1363128,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,tflite,tflite:color_correct=none:top_k=3,3,none,probability,1363128,1363128,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,tflite,tflite:color_correct=none:top_k=5,5,none,probability,1363128,1363128,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,tflite,tflite:color_correct=gray_world:top_k=1,1,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,tflite,tflite:color_correct=gray_world:top_k=3,3,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,tflite,tflite:color_correct=gray_world:top_k=5,5,gray_world,probability,1398592,1398592,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,tflite,tflite:color_correct=max_rgb:top_k=1,1,max_rgb,probability,1359620,1359620,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,tflite,tflite:color_correct=max_rgb:top_k=3,3,max_rgb,probability,1359620,1359620,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,tflite,tflite:color_correct=max_rgb:top_k=5,5,max_rgb,probability,1359620,1359620,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,hog_svm,hog_svm:top_k=1,1,,decision_function,1356382,Dryopteris filix-mas (L.) Schott,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,hog_svm,hog_svm:top_k=3,3,,decision_function,1356382,Dryopteris filix-mas (L.) Schott,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1400844\47e0e3279cfd27cc07e61b64cc915276b0e1f79c.jpg,1400844,Guatteria anteridifera Scharf & Maas,hog_svm,hog_svm:top_k=5,5,,decision_function,1356382,Dryopteris filix-mas (L.) Schott,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1399145\c3dbb6681c87f75cb7ec4af8e9a47233e2d6e292.jpg,1399145,Cucurbita moschata Duchesne,tflite,tflite:color_correct=none:top_k=1,1,none,probability,1359620,1359620,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1399145\c3dbb6681c87f75cb7ec4af8e9a47233e2d6e292.jpg,1399145,Cucurbita moschata Duchesne,tflite,tflite:color_correct=none:top_k=3,3,none,probability,1359620,1359620,False,False,
E:\school\659\plantnet_300K\plantnet_300K\images\test\1399145\c3dbb6681c87f75cb7ec4af8e9a47233e2d6e292.jpg,1399145,Cucurbita moschata Duchesne,tflite,tflite:color_correct=none:top_k=5,5,none,probability,1359620,1359620,False,False,
